access,area,bridge,from,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,to,tunnel,width,uid
,,,"197521087",residential,,"0","1","274.244",25 mph,Albion Place,False,"19059478",,,"197508486",,,"39075"
yes,,,"197620493",residential,,"0",,"63.193",,Gerard Street,False,"545930167",,,"197508906",,,"39203"
yes,,,"833467724",residential,,"0",,"58.897999999999996",,Gerard Street,False,"545930167",,,"197508906",,,"39202"
yes,,,"197668665",residential,,"0",,"83.10600000000001",,Bellevue Avenue,False,"19072094",,,"197508908",,,"39205"
yes,,,"197658505",residential,,"0",,"63.186",,Bellevue Avenue,False,"19072094",,,"197508908",,,"39204"
,,,"197509491",residential,,"0",,"164.939",,Ryan Avenue,False,"19058484",,,"197509489",,,"39368"
,,,"197509491",residential,,"0",,"164.939",,Ryan Avenue,False,"19058484",,,"197509489",,,"39367"
yes,,,"197643064",residential,,"0","2","97.157",,Production Plaza,False,"19069309",,,"197510841",,,"39722"
yes,,,"197635827",tertiary,,"0","['2', '4']","93.22300000000001",25 mph,Dorchester Avenue,False,"[566301993, 566301996]",,,"197509489",,,"39369"
yes,,,"197544200",residential,,"0",,"139.54000000000002",,Seminole Street,False,"19061646",,,"197508898",,,"39195"
yes,,,"197544200",residential,,"0",,"139.54000000000002",,Seminole Street,False,"19061646",,,"197508898",,,"39194"
yes,,,"197508906",residential,,"0",,"73.091",,East Rochelle Street,False,"19058423",,,"197508903",,,"39197"
yes,,,"647843714",residential,,"0",,"139.198",,Ahrens Street,False,"19071770",,,"197508901",,,"39196"
yes,,,"197662707",residential,,"0","['3', '4']","165.861",,Eden Avenue,False,"[19070784, 528941221]",,,"197508903",,,"39199"
yes,,,"197640718",residential,,"0","4","60.65",,Eden Avenue,False,"19070784",,,"197508903",,,"39198"
yes,,,"197508908",residential,,"0",,"71.076",,East Rochelle Street,False,"19058423",,,"197508906",,,"39201"
yes,,,"197662707",residential,,"0","['3', '4']","165.861",,Eden Avenue,False,"[19070784, 528941221]",,,"197508903",,,"39200"
yes,,,"197660011",residential,,"0","2","83.065",25 mph,Warner Street,False,"239199505",,,"197486291",,,"32706"
yes,,,"197522801",tertiary,,"0","2","130.459",35 mph,Clifton Avenue,False,"19059605",,,"197486291",,,"32705"
yes,,,"197486297",tertiary,,"0","2","66.599",35 mph,West Clifton Avenue,False,"19056475",,,"197486295",,,"32708"
yes,,,"197651852",tertiary,,"0","2","76.807",25 mph,Warner Street,False,"362131897",,,"197486291",,,"32707"
yes,,,"197618774",residential,,"0","1.5","156.268",,Bosley Street,False,"19067249",,,"197486295",,,"32710"
yes,,,"197618774",residential,,"0","1.5","156.268",,Bosley Street,False,"19067249",,,"197486295",,,"32709"
yes,,,"197618776",residential,,"0","1.5","168.677",,Atkinson Street,False,"19072097",,,"197486297",,,"32712"
yes,,,"197618776",residential,,"0","1.5","168.677",,Atkinson Street,False,"19072097",,,"197486297",,,"32711"
yes,,,"197532425",tertiary,,"0","2","80.8",25 mph,West University Avenue,False,"19060543",,,"197485299",,,"32476"
yes,,,"197487810",residential,,"0",,"77.993",,West Daniels Street,False,"19056558",,,"197485295",,,"32475"
,,,"197592922",residential,,"0",,"158.174",,Van Antwerp Place,False,"19064650",,,"197486077",,,"32670"
,,,"197486079",residential,,"0",,"62.692",,Van Antwerp Court,False,"19056456",,,"197486077",,,"32669"
,,,"197486081",residential,,"0",,"24.121",,Van Antwerp Court,False,"19056456",,,"197486079",,,"32672"
,,,"197592922",residential,,"0",,"158.174",,Van Antwerp Place,False,"19064650",,,"197486077",,,"32671"
yes,,,"197486295",tertiary,,"0","2","69.005",35 mph,West Clifton Avenue,False,"19056475",,,"197486291",,,"32704"
,,,"197604727",residential,,"0",,"87.19",,Estes Place,False,"19065394",,,"197486079",,,"32673"
yes,,,"5418870993",secondary,,"0","2","141.448",35 mph,Jefferson Avenue,True,"562061708",,,"197487810",,,"33216"
yes,,,"197487810",secondary,,"0","['2', '3']","142.566",35 mph,Jefferson Avenue,True,"[562061713, 562061710]",,,"197527167",,,"33215"
,,,"5487254450",residential,,"0",,"131.732",,Scioto Street,False,"19059799",,,"197487812",,,"33218"
yes,,,"5418870993",secondary,,"0","2","141.448",35 mph,Jefferson Avenue,True,"562061708",,,"197487810",,,"33217"
,,,"197524354",residential,,"0",,"97.632",,Rawson Woods Lane,False,"19071029",,,"197488078",,,"33299"
,,,"1819928833",residential,,"0",,"54.652",,Scioto Street,False,"19059799",,,"197487812",,,"33219"
,,,"197488078",residential,,"0",,"374.813",,"['Rawson Woods Circle', 'Rawson Woods Lane']",False,"[19056584, 19071029]",,,"197488078",,,"33301"
,,,"197488078",residential,,"0",,"374.813",,"['Rawson Woods Circle', 'Rawson Woods Lane']",False,"[19056584, 19071029]",,,"197488078",,,"33300"
yes,,,"2193444026",secondary,,"0","3","215.18099999999998",30 mph,Calhoun Street,True,"239199503",,,"197486305",,,"32714"
yes,,,"197486305",secondary,,"0","3","138.515",30 mph,Calhoun Street,True,"[561979048, 546760764, 207531207]",,,"2456837514",,,"32713"
yes,,,"197522799",tertiary,,"0","2","85.01500000000001",35 mph,Clifton Avenue,False,"19059605",,,"197486324",,,"32716"
yes,,,"2193444026",secondary,,"0","3","215.18099999999998",30 mph,Calhoun Street,True,"239199503",,,"197486305",,,"32715"
yes,,,"197532425",secondary,,"0","['5', '4']","140.60000000000002",35 mph,Jefferson Avenue,False,"[545930145, 562061714, 562061709]",,,"197487810",,,"33212"
yes,,,"197487812",residential,,"0",,"132.574",,West Daniels Street,False,"19056558",,,"197487810",,,"33211"
yes,,,"197487810",secondary,,"0","['2', '3']","142.566",35 mph,Jefferson Avenue,True,"[562061713, 562061710]",,,"197527167",,,"33214"
yes,,,"197532425",secondary,,"0","['5', '4']","140.60000000000002",35 mph,Jefferson Avenue,False,"[545930145, 562061714, 562061709]",,,"197487810",,,"33213"
yes,,,"197490648",tertiary,,"0","2","93.719",35 mph,Clinton Springs Avenue,False,"19056749",,,"197490640",,,"33906"
yes,,,"197490640",tertiary,,"0","2","80.725",35 mph,Clinton Springs Avenue,False,"19056749",,,"197490632",,,"33905"
,,,"1912418335",residential,,"0",,"206.513",,Pure Court,False,"19062759",,,"197490640",,,"33908"
,,,"1912418335",residential,,"0",,"206.513",,Pure Court,False,"19062759",,,"197490640",,,"33907"
yes,,,"197490696",tertiary,,"0","2","167.795",35 mph,Clinton Springs Avenue,False,"19056749",,,"197490686",,,"33910"
,,,"197672068",residential,,"0",,"124.92",,Rion Lane,False,"19071484",,,"197490648",,,"33909"
,,,"197605539",residential,,"0",,"62.056",,Revel Court,False,"19065441",,,"197490686",,,"33912"
yes,,,"197490696",tertiary,,"0","2","167.795",35 mph,Clinton Springs Avenue,False,"19056749",,,"197490686",,,"33911"
,,,"197488078",residential,,"0",,"374.813",,"['Rawson Woods Circle', 'Rawson Woods Lane']",False,"[19056584, 19071029]",,,"197488078",,,"33303"
,,,"197488078",residential,,"0",,"374.813",,"['Rawson Woods Circle', 'Rawson Woods Lane']",False,"[19056584, 19071029]",,,"197488078",,,"33302"
,,,"197488534",residential,,"0",,"139.346",,Blair Court,False,"439082137",,,"197488530",,,"33399"
,,,"197488534",residential,,"0",,"139.346",,Blair Court,False,"439082137",,,"197488530",,,"33398"
,,,"197489762",residential,,"0",,"40.851",,Eureka Terrace,False,"19056701",,,"197489760",,,"33684"
,,,"197489760",residential,,"0",,"38.135",,Eureka Terrace,False,"19056701",,,"197489758",,,"33683"
,,,"197668268",residential,,"0",,"196.16",,Vine Vista Place,False,"19071190",,,"197490632",,,"33904"
,,,"197668268",residential,,"0",,"196.16",,Vine Vista Place,False,"19071190",,,"197490632",,,"33903"
,,,"197604277",residential,,"0",,"397.033",,Warwick Avenue,False,"19065377",,,"197490710",,,"33922"
,,,"197604277",residential,,"0",,"397.033",,Warwick Avenue,False,"19065377",,,"197490710",,,"33921"
,,,"197560360",residential,,"0",,"430.34400000000005",,Burton Woods Lane,False,"19062656",,,"197490750",,,"33924"
,,,"197490750",tertiary,,"0","2","116.862",30 mph,Clinton Springs Avenue,False,"180775350",,,"197490737",,,"33923"
,,,"197560360",residential,,"0",,"430.34400000000005",,Burton Woods Lane,False,"19062656",,,"197490750",,,"33926"
,,,"197560360",residential,,"0",,"430.34400000000005",,Burton Woods Lane,False,"19062656",,,"197490750",,,"33925"
,,,"197490754",tertiary,,"0","2","148.368",30 mph,Clinton Springs Avenue,False,"180775350",,,"197490750",,,"33928"
,,,"197560360",residential,,"0",,"430.34400000000005",,Burton Woods Lane,False,"19062656",,,"197490750",,,"33927"
,,,"197524450",residential,,"0",,"332.355",35 mph,Washington Avenue,False,"213355351",,,"197490696",,,"33914"
,,,"197490700",tertiary,,"0","2","128.012",30 mph,Clinton Springs Avenue,False,"180775350",,,"197490696",,,"33913"
,,,"197524450",residential,,"0",,"332.355",35 mph,Washington Avenue,False,"213355351",,,"197490696",,,"33916"
,,,"197524450",residential,,"0",,"332.355",35 mph,Washington Avenue,False,"213355351",,,"197490696",,,"33915"
,,,"197490710",tertiary,,"0","2","84.94699999999999",30 mph,Clinton Springs Avenue,False,"180775350",,,"197490700",,,"33918"
,,,"197529722",residential,,"0",,"84.591",,Dickson Avenue,False,"19066630",,,"197490700",,,"33917"
,,,"197604277",residential,,"0",,"397.033",,Warwick Avenue,False,"19065377",,,"197490710",,,"33920"
,,,"197604277",residential,,"0",,"397.033",,Warwick Avenue,False,"19065377",,,"197490710",,,"33919"
,,,"197589829",residential,,"0",,"72.393",,Beechwood Avenue,False,"19064451",,,"197490756",,,"33938"
,,,"197632749",tertiary,,"0","['2', '3']","718.5450000000002",35 mph,East Mitchell Avenue,False,"[282984483, 561047951]",,,"197490754",,,"33937"
,,,"5410240260",tertiary,,"0","['3', '4']","172.96700000000004",30 mph,Clinton Springs Avenue,False,"[561047952, 561047948]",,,"197490759",,,"33940"
,,,"197490759",tertiary,,"0","['5', '4']","104.391",30 mph,Clinton Springs Avenue,False,"[561047947, 561047949]",,,"197490756",,,"33939"
yes,,,"197492365",primary,,"0","['4', '5']","153.90099999999998",35 mph,Reading Road,False,"[213356075, 561047963]",US 42,,"197490759",,,"33942"
yes,,,"197492365",primary,,"0","['4', '5']","153.90099999999998",35 mph,Reading Road,False,"[213356075, 561047963]",US 42,,"197490759",,,"33941"
,,,"5410240260",tertiary,,"0","3","13.533999999999999",30 mph,Clinton Springs Avenue,True,"561047956",,,"197490767",,,"33944"
,,,"197490767",tertiary,roundabout,"0","1","5.327",,,True,"561047961",,,"5410240285",,,"33943"
,,,"197490756",tertiary,,"0","4","106.258",30 mph,Clinton Springs Avenue,False,"[77518262, 561047949, 561047950]",,,"197490754",,,"33930"
,,,"197490754",tertiary,,"0","2","148.368",30 mph,Clinton Springs Avenue,False,"180775350",,,"197490750",,,"33929"
,,,"197632749",tertiary,,"0","['2', '3']","718.5450000000002",35 mph,East Mitchell Avenue,False,"[282984483, 561047951]",,,"197490754",,,"33932"
,,,"197632749",tertiary,,"0","['2', '3']","718.5450000000002",35 mph,East Mitchell Avenue,False,"[282984483, 561047951]",,,"197490754",,,"33931"
,,,"197632749",tertiary,,"0","['2', '3']","718.5450000000002",35 mph,East Mitchell Avenue,False,"[282984483, 561047951]",,,"197490754",,,"33934"
,,,"197632749",tertiary,,"0","['2', '3']","718.5450000000002",35 mph,East Mitchell Avenue,False,"[282984483, 561047951]",,,"197490754",,,"33933"
,,,"197632749",tertiary,,"0","['2', '3']","718.5450000000002",35 mph,East Mitchell Avenue,False,"[282984483, 561047951]",,,"197490754",,,"33936"
,,,"197632749",tertiary,,"0","['2', '3']","718.5450000000002",35 mph,East Mitchell Avenue,False,"[282984483, 561047951]",,,"197490754",,,"33935"
yes,,,"197593695",primary,,"0","5","163.84",35 mph,Reading Road,False,"[562094360, 562094361]",US 42,,"197491895",,,"34223"
yes,,,"197491912",unclassified,,"0","3","174.196",,Oak Street,False,"270378173",,,"197491895",,,"34222"
,,,"197524114",residential,,"0",,"350.578",,Winslow Avenue,False,"19063081",,,"197491912",,,"34225"
yes,,,"197593695",primary,,"0","5","163.84",35 mph,Reading Road,False,"[562094360, 562094361]",US 42,,"197491895",,,"34224"
,,,"197524114",residential,,"0",,"350.578",,Winslow Avenue,False,"19063081",,,"197491912",,,"34227"
,,,"197524114",residential,,"0",,"350.578",,Winslow Avenue,False,"19063081",,,"197491912",,,"34226"
yes,,,"197522709",tertiary,,"0","4","33.896",35 mph,Clifton Avenue,False,"207531402",,,"197492247",,,"34379"
yes,,,"197492248",residential,,"0","2","123.294",,Bryant Avenue,False,"19056855",,,"197492247",,,"34378"
yes,,,"197534314",primary,,"0","['5', '4']","160.374",35 mph,Reading Road,False,"[213356073, 561588142]",US 42,,"197490902",,,"33981"
,,,"5410240266",tertiary,roundabout,"0","1","10.435",,,True,"561047961",,,"197490767",,,"33945"
yes,,,"197491890",residential,,"0",,"70.871",,Oak Street,False,"19056809",,,"197491887",,,"34217"
yes,,,"197534314",primary,,"0","['5', '4']","160.374",35 mph,Reading Road,False,"[213356073, 561588142]",US 42,,"197490902",,,"33982"
yes,,,"413332936",residential,,"0",,"73.048",,Oak Street,False,"19056809",,,"197491887",,,"34219"
yes,,,"197495050",residential,,"0",,"79.095",,Gerard Street,False,"19066508",,,"197491887",,,"34218"
yes,,,"197491912",unclassified,,"0","3","174.196",,Oak Street,False,"270378173",,,"197491895",,,"34221"
yes,,,"197495052",residential,,"0",,"80.053",,Bellevue Avenue,False,"19072094",,,"197491890",,,"34220"
,,,"197492306",residential,,"0","2","167.988",,Wirham Place,False,"19056865",,,"197492305",,,"34413"
,,,"197492306",residential,,"0","2","167.988",,Wirham Place,False,"19056865",,,"197492305",,,"34412"
,,,"197493099",residential,,"0",,"107.029",,Gano Avenue,False,"19056931",,,"197492305",,,"34415"
,,,"197493097",residential,,"0",,"107.577",,Gano Avenue,False,"19056931",,,"197492305",,,"34414"
,,,"197621777",residential,,"0",,"704.82",,North Fred Shuttlesworth Circle,False,"19068092",,,"197492365",,,"34452"
,,,"5410240288",tertiary,,"0","2","91.697",35 mph,Dana Avenue,False,"19056880",,,"197492365",,,"34451"
,,,"197621777",residential,,"0",,"704.82",,North Fred Shuttlesworth Circle,False,"19068092",,,"197492365",,,"34454"
,,,"197621777",residential,,"0",,"704.82",,North Fred Shuttlesworth Circle,False,"19068092",,,"197492365",,,"34453"
yes,,,"197492251",residential,,"0","2","151.722",,Bryant Avenue,False,"19056855",,,"197492248",,,"34381"
yes,,,"197522707",tertiary,,"0","4","87.596",35 mph,Clifton Avenue,False,"207531402",,,"197492247",,,"34380"
,,,"197503588",residential,,"0","1","92.014",,Telford Street,True,"19057916",,,"197492248",,,"34383"
yes,,,"197492251",residential,,"0","2","151.722",,Bryant Avenue,False,"19056855",,,"197492248",,,"34382"
yes,,,"197492254",residential,,"0","2","102.21499999999999",,Bryant Avenue,False,"19056855",,,"197492251",,,"34385"
,,,"197524348",residential,,"0","2","89.212",,Middleton Avenue,False,"19059682",,,"197492251",,,"34384"
,,,"197541695",residential,,"0","2","171.78699999999998",,Whitfield Avenue,False,"19061567",,,"197492254",,,"34387"
,,,"197541695",residential,,"0","2","171.78699999999998",,Whitfield Avenue,False,"19061567",,,"197492254",,,"34386"
,,,"5410240261",tertiary,,"0","2","270.003",35 mph,Dana Avenue,False,"561047959",,,"197492366",,,"34464"
,,,"197492368",tertiary,,"0","['2', '3']","111.286",25 mph,Dana Avenue,False,"[561725748, 287702047]",,,"197492366",,,"34463"
,,,"5410240261",tertiary,,"0","2","270.003",35 mph,Dana Avenue,False,"561047959",,,"197492366",,,"34466"
,,,"5410240261",tertiary,,"0","2","270.003",35 mph,Dana Avenue,False,"561047959",,,"197492366",,,"34465"
,,,"197632152",residential,,"0",,"217.45399999999995",,Winding Way,False,"[22768580, 19067863]",,,"197492368",,,"34468"
,,,"197632152",residential,,"0",,"217.45399999999995",,Winding Way,False,"[22768580, 19067863]",,,"197492368",,,"34467"
,,,"197492552",residential,,"0",,"198.981",,Resor Avenue,False,"19056897",,,"197492550",,,"34588"
,,,"197492552",residential,,"0",,"198.981",,Resor Avenue,False,"19056897",,,"197492550",,,"34587"
,,,"197621777",residential,,"0",,"704.82",,North Fred Shuttlesworth Circle,False,"19068092",,,"197492365",,,"34456"
,,,"197621777",residential,,"0",,"704.82",,North Fred Shuttlesworth Circle,False,"19068092",,,"197492365",,,"34455"
,,,"197621777",residential,,"0",,"704.82",,North Fred Shuttlesworth Circle,False,"19068092",,,"197492365",,,"34458"
,,,"197621777",residential,,"0",,"704.82",,North Fred Shuttlesworth Circle,False,"19068092",,,"197492365",,,"34457"
yes,,,"197619999",primary,,"0","['5', '4']","140.60399999999998",35 mph,Reading Road,False,"[561047964, 561047965, 561047966, 561047967]",US 42,,"197492365",,,"34460"
yes,,,"197619999",primary,,"0","['5', '4']","140.60399999999998",35 mph,Reading Road,False,"[561047964, 561047965, 561047966, 561047967]",US 42,,"197492365",,,"34459"
,,,"197611463",residential,,"0",,"172.901",,Dakota Avenue,False,"19065873",,,"197492366",,,"34462"
,,,"197611463",residential,,"0",,"172.901",,Dakota Avenue,False,"19065873",,,"197492366",,,"34461"
,,,"197468425",residential,,"0",,"82.191",,McNally Street,False,"51133862",,,"197468406",,,"27685"
,,,"197473811",tertiary,,"0","2","102.76",30 mph,West McMicken Avenue,False,"213530551",,,"197468406",,,"27684"
,,,"2444472633",residential,,"0",,"143.65300000000002",,Haven Street,False,"19065658",,,"197469073",,,"27865"
,,,"2444472633",residential,,"0",,"143.65300000000002",,Haven Street,False,"19065658",,,"197469073",,,"27864"
yes,,,"197558221",residential,,"0",,"582.923",,Boal Street,False,"19069416",,,"197471075",,,"28487"
yes,,,"197471078",residential,,"0","2","100.078",25 mph,Highland Avenue,False,"19055540",,,"197471075",,,"28486"
yes,,,"197558221",residential,,"0",,"582.923",,Boal Street,False,"19069416",,,"197471075",,,"28489"
yes,,,"197558221",residential,,"0",,"582.923",,Boal Street,False,"19069416",,,"197471075",,,"28488"
,,,"1912418294",residential,,"0",,"467.10900000000004",,Springhouse Lane,False,"19070841",,,"197467119",,,"27301"
,,,"1912418294",residential,,"0",,"467.10900000000004",,Springhouse Lane,False,"19070841",,,"197467119",,,"27300"
,,,"197467129",residential,,"0",,"94.206",,Wess Park Drive,False,"19055325",,,"197467128",,,"27303"
,,,"1912418294",residential,,"0",,"467.10900000000004",,Springhouse Lane,False,"19070841",,,"197467119",,,"27302"
,,,"197586367",residential,,"0",,"38.873",,Eleanor Place,False,"93356288",,,"197467472",,,"27400"
,,,"197637440",residential,,"0",,"68.752",,Mary Lane,False,"19068689",,,"197467128",,,"27304"
,,,"197586365",residential,,"0",,"77.69900000000001",,Eleanor Place,False,"93356288",,,"197467472",,,"27402"
,,,"5418871273",residential,,"0",,"122.12799999999999",,Malvern Place,False,"19055355",,,"197467472",,,"27401"
